# File: A44.india_state_subregional_income_share.csv
# Title: Subregional income share
# Units: Share
# Source: Same as pop share
# Column types: ccnn
# ----------
region,gcam.consumer,inc.year.fillout,subregional.income.share
UK,resid rural,2030,0.330041317
UP,resid rural,2030,0.370515183
WB,resid rural,2030,0.287129864
AN,resid rural,2035,0.33976822
AP,resid rural,2035,0.30500449
AR,resid rural,2035,0.330693818
AS,resid rural,2035,0.37082462
BR,resid rural,2035,0.464992699
CG,resid rural,2035,0.286165407
CH,resid rural,2035,0.009219294
DD,resid rural,2035,0.158894586
DL,resid rural,2035,0.007833685
DN,resid rural,2035,0.159891814
GA,resid rural,2035,0.298657766
GJ,resid rural,2035,0.320180528
HP,resid rural,2035,0.427608576
HR,resid rural,2035,0.291952368
JH,resid rural,2035,0.276293255
JK,resid rural,2035,0.404971422
KA,resid rural,2035,0.304187178
KL,resid rural,2035,0.353415985
LA,resid rural,2035,0.402927139
LD,resid rural,2035,0.395822261
MH,resid rural,2035,0.250795403
ML,resid rural,2035,0.379581681
MN,resid rural,2035,0.34618938
MP,resid rural,2035,0.352221432
MZ,resid rural,2035,0.296166219
NL,resid rural,2035,0.253836873
OD,resid rural,2035,0.279486969
PB,resid rural,2035,0.437923347
PC,resid rural,2035,0.204059144
RJ,resid rural,2035,0.370387249
SK,resid rural,2035,0.543831886
TN,resid rural,2035,0.357435677
TR,resid rural,2035,0.34279917
TS,resid rural,2035,0.325423968
UK,resid rural,2035,0.311377106
UP,resid rural,2035,0.371635616
WB,resid rural,2035,0.271111431
AN,resid rural,2040,0.333400788
AP,resid rural,2040,0.282047457
AR,resid rural,2040,0.324349607
AS,resid rural,2040,0.370963993
BR,resid rural,2040,0.482934047
CG,resid rural,2040,0.285775366
CH,resid rural,2040,0.009220388
DD,resid rural,2040,0.14085876
DL,resid rural,2040,0.006890368
DN,resid rural,2040,0.138607448
GA,resid rural,2040,0.252025468
GJ,resid rural,2040,0.295108138
HP,resid rural,2040,0.434278297
HR,resid rural,2040,0.274460676
JH,resid rural,2040,0.259331728
JK,resid rural,2040,0.388475739
KA,resid rural,2040,0.280612726
KL,resid rural,2040,0.289685677
LA,resid rural,2040,0.389582835
LD,resid rural,2040,0.381368291
MH,resid rural,2040,0.223383149
ML,resid rural,2040,0.390301811
MN,resid rural,2040,0.311604343
MP,resid rural,2040,0.34438453
MZ,resid rural,2040,0.264258553
NL,resid rural,2040,0.241663356
OD,resid rural,2040,0.278510532
PB,resid rural,2040,0.414563091
PC,resid rural,2040,0.181013968
RJ,resid rural,2040,0.363579772
SK,resid rural,2040,0.5606608
TN,resid rural,2040,0.330039106
TR,resid rural,2040,0.308655383
TS,resid rural,2040,0.30877147
UK,resid rural,2040,0.292051542
UP,resid rural,2040,0.372552081
WB,resid rural,2040,0.254401774
AN,resid rural,2045,0.326815866
AP,resid rural,2045,0.25825459
AR,resid rural,2045,0.317450332
AS,resid rural,2045,0.370654522
BR,resid rural,2045,0.500889255
CG,resid rural,2045,0.284934433
CH,resid rural,2045,0.009212593
DD,resid rural,2045,0.122399217
DL,resid rural,2045,0.005942824
DN,resid rural,2045,0.116552502
GA,resid rural,2045,0.201352235
GJ,resid rural,2045,0.269191169
HP,resid rural,2045,0.440739018
HR,resid rural,2045,0.256399224
JH,resid rural,2045,0.241346131
JK,resid rural,2045,0.37149501
KA,resid rural,2045,0.256565872
KL,resid rural,2045,0.218470047
LA,resid rural,2045,0.37602075
LD,resid rural,2045,0.36639459
MH,resid rural,2045,0.195638085
ML,resid rural,2045,0.401054394
MN,resid rural,2045,0.27602608
MP,resid rural,2045,0.336156597
MZ,resid rural,2045,0.230820324
NL,resid rural,2045,0.228659582
OD,resid rural,2045,0.27687346
PB,resid rural,2045,0.390000518
PC,resid rural,2045,0.157236807
RJ,resid rural,2045,0.356384321
SK,resid rural,2045,0.577283254
TN,resid rural,2045,0.301468862
TR,resid rural,2045,0.273335513
TS,resid rural,2045,0.291810326
UK,resid rural,2045,0.272023694
UP,resid rural,2045,0.373249891
WB,resid rural,2045,0.236937157
AN,resid rural,2050,0.320020695
AP,resid rural,2050,0.233567838
AR,resid rural,2050,0.309937468
AS,resid rural,2050,0.369866139
BR,resid rural,2050,0.518798145
CG,resid rural,2050,0.28359654
CH,resid rural,2050,0.009203522
DD,resid rural,2050,0.10349227
DL,resid rural,2050,0.004996088
DN,resid rural,2050,0.093658528
GA,resid rural,2050,0.146108725
GJ,resid rural,2050,0.242422903
HP,resid rural,2050,0.446942174
HR,resid rural,2050,0.237717781
JH,resid rural,2050,0.222196085
JK,resid rural,2050,0.354004479
KA,resid rural,2050,0.232071919
KL,resid rural,2050,0.138619427
LA,resid rural,2050,0.362238926
LD,resid rural,2050,0.350839527
MH,resid rural,2050,0.167597998
ML,resid rural,2050,0.411846044
MN,resid rural,2050,0.23950956
MP,resid rural,2050,0.327496553
MZ,resid rural,2050,0.195742658
NL,resid rural,2050,0.214728065
OD,resid rural,2050,0.274468462
PB,resid rural,2050,0.364133101
PC,resid rural,2050,0.132700494
RJ,resid rural,2050,0.348767736
SK,resid rural,2050,0.593660778
TN,resid rural,2050,0.271669633
TR,resid rural,2050,0.236827477
TS,resid rural,2050,0.274537753
UK,resid rural,2050,0.251236142
UP,resid rural,2050,0.373687631
WB,resid rural,2050,0.218637493
AN,resid rural,2055,0.323212344
AP,resid rural,2055,0.232762354
AR,resid rural,2055,0.318848413
AS,resid rural,2055,0.385535557
BR,resid rural,2055,0.541725556
CG,resid rural,2055,0.294300162
CH,resid rural,2055,0.008969197
DD,resid rural,2055,0.096772308
DL,resid rural,2055,0.004848065
DN,resid rural,2055,0.091323549
GA,resid rural,2055,0.139189708
GJ,resid rural,2055,0.235782224
HP,resid rural,2055,0.469174375
HR,resid rural,2055,0.236357093
JH,resid rural,2055,0.224605982
JK,resid rural,2055,0.351582191
KA,resid rural,2055,0.226000732
KL,resid rural,2055,0.128847186
LA,resid rural,2055,0.361275055
LD,resid rural,2055,0.346211377
MH,resid rural,2055,0.159849733
ML,resid rural,2055,0.428757232
MN,resid rural,2055,0.230966926
MP,resid rural,2055,0.330288562
MZ,resid rural,2055,0.188554729
NL,resid rural,2055,0.217015228
OD,resid rural,2055,0.289620121
PB,resid rural,2055,0.359696263
PC,resid rural,2055,0.12644448
RJ,resid rural,2055,0.353592251
SK,resid rural,2055,0.603688556
TN,resid rural,2055,0.263243749
TR,resid rural,2055,0.232259713
TS,resid rural,2055,0.269359934
UK,resid rural,2055,0.250070309
UP,resid rural,2055,0.383224178
WB,resid rural,2055,0.21958819
AN,resid rural,2060,0.326404277
AP,resid rural,2060,0.231832957
AR,resid rural,2060,0.327862572
AS,resid rural,2060,0.401403592
BR,resid rural,2060,0.564462524
CG,resid rural,2060,0.30516863
CH,resid rural,2060,0.008715043
DD,resid rural,2060,0.089976651
DL,resid rural,2060,0.004699956
DN,resid rural,2060,0.088830334
GA,resid rural,2060,0.132179867
GJ,resid rural,2060,0.229016059
HP,resid rural,2060,0.491532769
HR,resid rural,2060,0.234889732
JH,resid rural,2060,0.226849938
JK,resid rural,2060,0.34906997
KA,resid rural,2060,0.219865275
KL,resid rural,2060,0.118946993
LA,resid rural,2060,0.360296324
LD,resid rural,2060,0.341510556
MH,resid rural,2060,0.152097377
ML,resid rural,2060,0.445830309
MN,resid rural,2060,0.222311725
MP,resid rural,2060,0.333022199
MZ,resid rural,2060,0.181249284
NL,resid rural,2060,0.219152287
OD,resid rural,2060,0.305194518
PB,resid rural,2060,0.355122467
PC,resid rural,2060,0.120122777
RJ,resid rural,2060,0.358391656
SK,resid rural,2060,0.613628907
TN,resid rural,2060,0.254691504
TR,resid rural,2060,0.227542041
TS,resid rural,2060,0.264105314
UK,resid rural,2060,0.248778261
UP,resid rural,2060,0.392803362
WB,resid rural,2060,0.220437112
AN,resid rural,2065,0.329604809
AP,resid rural,2065,0.230783948
AR,resid rural,2065,0.336953311
AS,resid rural,2065,0.417445645
BR,resid rural,2065,0.586934498
CG,resid rural,2065,0.316207965
CH,resid rural,2065,0.008444622
DD,resid rural,2065,0.083114625
DL,resid rural,2065,0.004551712
DN,resid rural,2065,0.086171305
GA,resid rural,2065,0.125107945
GJ,resid rural,2065,0.222124513
HP,resid rural,2065,0.51389194
HR,resid rural,2065,0.233311931
JH,resid rural,2065,0.228902438
JK,resid rural,2065,0.346462567
KA,resid rural,2065,0.213665366
KL,resid rural,2065,0.108904937
LA,resid rural,2065,0.359310143
LD,resid rural,2065,0.336773271
MH,resid rural,2065,0.144328668
ML,resid rural,2065,0.463027346
MN,resid rural,2065,0.213536242
MP,resid rural,2065,0.335686163
MZ,resid rural,2065,0.173805712
NL,resid rural,2065,0.221114298
OD,resid rural,2065,0.32116642
PB,resid rural,2065,0.350418509
PC,resid rural,2065,0.113732443
RJ,resid rural,2065,0.363164534
SK,resid rural,2065,0.623474938
TN,resid rural,2065,0.246010501
TR,resid rural,2065,0.22266393
TS,resid rural,2065,0.258784129
UK,resid rural,2065,0.247355932
UP,resid rural,2065,0.402449882
WB,resid rural,2065,0.221163408
AN,resid rural,2070,0.332813659
AP,resid rural,2070,0.229609309
AR,resid rural,2070,0.346132427
AS,resid rural,2070,0.433606987
BR,resid rural,2070,0.60903736
CG,resid rural,2070,0.327380214
CH,resid rural,2070,0.008157282
DD,resid rural,2070,0.076185294
DL,resid rural,2070,0.004403351
DN,resid rural,2070,0.083338797
GA,resid rural,2070,0.117971053
GJ,resid rural,2070,0.215102675
HP,resid rural,2070,0.53619993
HR,resid rural,2070,0.231611693
JH,resid rural,2070,0.23073813
JK,resid rural,2070,0.343761216
KA,resid rural,2070,0.207386603
KL,resid rural,2070,0.09874505
LA,resid rural,2070,0.358317301
LD,resid rural,2070,0.33197899
MH,resid rural,2070,0.13656015
ML,resid rural,2070,0.480311519
MN,resid rural,2070,0.204655024
MP,resid rural,2070,0.338288048
MZ,resid rural,2070,0.166230026
NL,resid rural,2070,0.222891151
OD,resid rural,2070,0.337503064
PB,resid rural,2070,0.345563166
PC,resid rural,2070,0.107274802
RJ,resid rural,2070,0.367918077
SK,resid rural,2070,0.633217877
TN,resid rural,2070,0.237200495
TR,resid rural,2070,0.217614396
TS,resid rural,2070,0.253396234
UK,resid rural,2070,0.245783779
UP,resid rural,2070,0.412124355
WB,resid rural,2070,0.221776095
AN,resid rural,2075,0.336022601
AP,resid rural,2075,0.228289369
AR,resid rural,2075,0.355384767
AS,resid rural,2075,0.44986627
BR,resid rural,2075,0.630705374
CG,resid rural,2075,0.33868816
CH,resid rural,2075,0.007856814
DD,resid rural,2075,0.069178335
DL,resid rural,2075,0.004254901
DN,resid rural,2075,0.080318802
GA,resid rural,2075,0.110741335
GJ,resid rural,2075,0.207943614
HP,resid rural,2075,0.558332925
HR,resid rural,2075,0.229802188
JH,resid rural,2075,0.232350342
JK,resid rural,2075,0.340963007
KA,resid rural,2075,0.201037935
KL,resid rural,2075,0.088427893
LA,resid rural,2075,0.357308541
LD,resid rural,2075,0.327147997
MH,resid rural,2075,0.128788436
ML,resid rural,2075,0.497626556
MN,resid rural,2075,0.195645416
MP,resid rural,2075,0.340814662
MZ,resid rural,2075,0.158519364
NL,resid rural,2075,0.224461825
OD,resid rural,2075,0.354160648
PB,resid rural,2075,0.340569583
PC,resid rural,2075,0.100737898
RJ,resid rural,2075,0.372629952
SK,resid rural,2075,0.642850572
TN,resid rural,2075,0.22825034
TR,resid rural,2075,0.212388213
TS,resid rural,2075,0.247923858
UK,resid rural,2075,0.244064304
UP,resid rural,2075,0.421829214
WB,resid rural,2075,0.222260928
AN,resid rural,2080,0.339247435
AP,resid rural,2080,0.22683564
AR,resid rural,2080,0.364700476
AS,resid rural,2080,0.466185962
BR,resid rural,2080,0.65184509
CG,resid rural,2080,0.350106951
CH,resid rural,2080,0.007529047
DD,resid rural,2080,0.062092772
DL,resid rural,2080,0.004106313
DN,resid rural,2080,0.077108495
GA,resid rural,2080,0.103445561
GJ,resid rural,2080,0.200650414
HP,resid rural,2080,0.580222985
HR,resid rural,2080,0.227855684
JH,resid rural,2080,0.233704588
JK,resid rural,2080,0.338049836
KA,resid rural,2080,0.194617354
KL,resid rural,2080,0.077989737
LA,resid rural,2080,0.356304935
LD,resid rural,2080,0.322239903
MH,resid rural,2080,0.121005185
ML,resid rural,2080,0.514958232
MN,resid rural,2080,0.186515623
MP,resid rural,2080,0.34326402
MZ,resid rural,2080,0.150661736
NL,resid rural,2080,0.225799395
OD,resid rural,2080,0.371100951
PB,resid rural,2080,0.335422353
PC,resid rural,2080,0.094141229
RJ,resid rural,2080,0.377308901
SK,resid rural,2080,0.652354054
TN,resid rural,2080,0.219168815
TR,resid rural,2080,0.206990231
TS,resid rural,2080,0.242385097
UK,resid rural,2080,0.242191562
UP,resid rural,2080,0.431546709
WB,resid rural,2080,0.222604502
AN,resid rural,2085,0.342470325
AP,resid rural,2085,0.225232379
AR,resid rural,2085,0.374074209
AS,resid rural,2085,0.482515141
BR,resid rural,2085,0.672408984
CG,resid rural,2085,0.361612234
CH,resid rural,2085,0.007186795
DD,resid rural,2085,0.054937914
DL,resid rural,2085,0.00395761
DN,resid rural,2085,0.073692904
GA,resid rural,2085,0.096069702
GJ,resid rural,2085,0.193212933
HP,resid rural,2085,0.601792355
HR,resid rural,2085,0.225777088
JH,resid rural,2085,0.234774763
JK,resid rural,2085,0.335037456
KA,resid rural,2085,0.188120004
KL,resid rural,2085,0.067404109
LA,resid rural,2085,0.355282757
LD,resid rural,2085,0.317293339
MH,resid rural,2085,0.113224532
ML,resid rural,2085,0.53223491
MN,resid rural,2085,0.177262096
MP,resid rural,2085,0.345623663
MZ,resid rural,2085,0.142662921
NL,resid rural,2085,0.226896356
OD,resid rural,2085,0.388286218
PB,resid rural,2085,0.330108347
PC,resid rural,2085,0.087463759
RJ,resid rural,2085,0.381940947
SK,resid rural,2085,0.661737234
TN,resid rural,2085,0.209954561
TR,resid rural,2085,0.201392228
TS,resid rural,2085,0.236771706
UK,resid rural,2085,0.240160243
UP,resid rural,2085,0.441288661
WB,resid rural,2085,0.222799838
AN,resid rural,2090,0.345701232
AP,resid rural,2090,0.223466765
AR,resid rural,2090,0.383486565
AS,resid rural,2090,0.49883593
BR,resid rural,2090,0.692318185
CG,resid rural,2090,0.373211041
CH,resid rural,2090,0.006824844
DD,resid rural,2090,0.047703043
DL,resid rural,2090,0.003808804
DN,resid rural,2090,0.070060876
GA,resid rural,2090,0.088611498
GJ,resid rural,2090,0.185622078
HP,resid rural,2090,0.622961134
HR,resid rural,2090,0.223567777
JH,resid rural,2090,0.235541991
JK,resid rural,2090,0.331904441
KA,resid rural,2090,0.181545324
KL,resid rural,2090,0.056682066
LA,resid rural,2090,0.354253836
LD,resid rural,2090,0.31228695
MH,resid rural,2090,0.10544456
ML,resid rural,2090,0.549435281
MN,resid rural,2090,0.167879625
MP,resid rural,2090,0.347900719
MZ,resid rural,2090,0.134511442
NL,resid rural,2090,0.227715077
OD,resid rural,2090,0.40567045
PB,resid rural,2090,0.324634168
PC,resid rural,2090,0.080715256
RJ,resid rural,2090,0.386534107
SK,resid rural,2090,0.670992627
TN,resid rural,2090,0.200588083
TR,resid rural,2090,0.195596201
TS,resid rural,2090,0.231073744
UK,resid rural,2090,0.237948547
UP,resid rural,2090,0.451028328
WB,resid rural,2090,0.222844731
AN,resid rural,2095,0.348936242
AP,resid rural,2095,0.221541867
AR,resid rural,2095,0.392939389
AS,resid rural,2095,0.515106099
BR,resid rural,2095,0.711542304
CG,resid rural,2095,0.38485464
CH,resid rural,2095,0.006442448
DD,resid rural,2095,0.040387375
DL,resid rural,2095,0.003659873
DN,resid rural,2095,0.066207564
GA,resid rural,2095,0.081071057
GJ,resid rural,2095,0.177881885
HP,resid rural,2095,0.643645966
HR,resid rural,2095,0.221205862
JH,resid rural,2095,0.235969597
JK,resid rural,2095,0.328658984
KA,resid rural,2095,0.174893985
KL,resid rural,2095,0.04580942
LA,resid rural,2095,0.353221035
LD,resid rural,2095,0.307240775
MH,resid rural,2095,0.097660775
ML,resid rural,2095,0.566511398
MN,resid rural,2095,0.158362022
MP,resid rural,2095,0.350089879
MZ,resid rural,2095,0.126202458
NL,resid rural,2095,0.228236635
OD,resid rural,2095,0.423189597
PB,resid rural,2095,0.318979871
PC,resid rural,2095,0.073894264
RJ,resid rural,2095,0.391086026
SK,resid rural,2095,0.680114639
TN,resid rural,2095,0.191074198
TR,resid rural,2095,0.189594959
TS,resid rural,2095,0.225299179
UK,resid rural,2095,0.235557057
UP,resid rural,2095,0.460766751
WB,resid rural,2095,0.222724141
AN,resid rural,2100,0.352169679
AP,resid rural,2100,0.219440231
AR,resid rural,2100,0.402423641
AS,resid rural,2100,0.53128865
BR,resid rural,2100,0.730022263
CG,resid rural,2100,0.396546554
CH,resid rural,2100,0.006033705
DD,resid rural,2100,0.033
DL,resid rural,2100,0.003510831
DN,resid rural,2100,0.062110539
GA,resid rural,2100,0.073446717
GJ,resid rural,2100,0.169982338
HP,resid rural,2100,0.663799875
HR,resid rural,2100,0.218697742
JH,resid rural,2100,0.236019329
JK,resid rural,2100,0.325289354
KA,resid rural,2100,0.168165608
KL,resid rural,2100,0.034784436
LA,resid rural,2100,0.352169679
LD,resid rural,2100,0.302114804
MH,resid rural,2100,0.089884183
ML,resid rural,2100,0.583429519
MN,resid rural,2100,0.148712156
MP,resid rural,2100,0.35216931
MZ,resid rural,2100,0.117733628
NL,resid rural,2100,0.228427553
OD,resid rural,2100,0.440819997
PB,resid rural,2100,0.313144513
PC,resid rural,2100,0.066999817
RJ,resid rural,2100,0.395572995
SK,resid rural,2100,0.689099649
TN,resid rural,2100,0.18141417
TR,resid rural,2100,0.183369355
TS,resid rural,2100,0.219440594
UK,resid rural,2100,0.232970815
UP,resid rural,2100,0.47048447
WB,resid rural,2100,0.222421827
AN,resid urban,1975,0.57
AP,resid urban,1975,0.64246
AR,resid urban,1975,0.6852
AS,resid urban,1975,0.67648
BR,resid urban,1975,0.66366
CG,resid urban,1975,0.76
CH,resid urban,1975,0.81
DD,resid urban,1975,0.74
DL,resid urban,1975,0.57
DN,resid urban,1975,0.73
GA,resid urban,1975,0.57
GJ,resid urban,1975,0.62
HP,resid urban,1975,0.66
HR,resid urban,1975,0.67
JH,resid urban,1975,0.64
JK,resid urban,1975,0.7
KA,resid urban,1975,0.48
KL,resid urban,1975,0.65
LA,resid urban,1975,0.75
LD,resid urban,1975,0.73
MH,resid urban,1975,0.56
ML,resid urban,1975,0.62
MN,resid urban,1975,0.71
MP,resid urban,1975,0.67
MZ,resid urban,1975,0.74
NL,resid urban,1975,0.74
OD,resid urban,1975,0.51
PB,resid urban,1975,0.64
PC,resid urban,1975,0.57
RJ,resid urban,1975,0.56
SK,resid urban,1975,0.57
TN,resid urban,1975,0.64246
TR,resid urban,1975,0.67
TS,resid urban,1975,0.57
UK,resid urban,1975,0.7
UP,resid urban,1975,0.65
WB,resid urban,1975,0.77
AN,resid urban,1990,0.57
AP,resid urban,1990,0.64246
AR,resid urban,1990,0.6852
AS,resid urban,1990,0.67648
BR,resid urban,1990,0.66366
CG,resid urban,1990,0.76
CH,resid urban,1990,0.81
DD,resid urban,1990,0.74
DL,resid urban,1990,0.57
DN,resid urban,1990,0.73
GA,resid urban,1990,0.57
GJ,resid urban,1990,0.62
HP,resid urban,1990,0.66
HR,resid urban,1990,0.67
JH,resid urban,1990,0.64
JK,resid urban,1990,0.7
KA,resid urban,1990,0.48
KL,resid urban,1990,0.65
LA,resid urban,1990,0.75
LD,resid urban,1990,0.73
MH,resid urban,1990,0.56
ML,resid urban,1990,0.62
MN,resid urban,1990,0.71
MP,resid urban,1990,0.67
MZ,resid urban,1990,0.74
NL,resid urban,1990,0.74
OD,resid urban,1990,0.51
PB,resid urban,1990,0.64
PC,resid urban,1990,0.57
RJ,resid urban,1990,0.56
SK,resid urban,1990,0.57
TN,resid urban,1990,0.64246
TR,resid urban,1990,0.67
TS,resid urban,1990,0.57
UK,resid urban,1990,0.7
UP,resid urban,1990,0.65
WB,resid urban,1990,0.77
AN,resid urban,2005,0.57
AP,resid urban,2005,0.64246
AR,resid urban,2005,0.6852
AS,resid urban,2005,0.67648
BR,resid urban,2005,0.66366
CG,resid urban,2005,0.76
CH,resid urban,2005,0.81
DD,resid urban,2005,0.74
DL,resid urban,2005,0.57
DN,resid urban,2005,0.73
GA,resid urban,2005,0.57
GJ,resid urban,2005,0.62
HP,resid urban,2005,0.66
HR,resid urban,2005,0.67
JH,resid urban,2005,0.64
JK,resid urban,2005,0.7
KA,resid urban,2005,0.48
KL,resid urban,2005,0.65
LA,resid urban,2005,0.75
LD,resid urban,2005,0.73
MH,resid urban,2005,0.56
ML,resid urban,2005,0.62
MN,resid urban,2005,0.71
MP,resid urban,2005,0.67
MZ,resid urban,2005,0.74
NL,resid urban,2005,0.74
OD,resid urban,2005,0.51
PB,resid urban,2005,0.64
PC,resid urban,2005,0.57
RJ,resid urban,2005,0.56
SK,resid urban,2005,0.57
TN,resid urban,2005,0.64246
TR,resid urban,2005,0.67
TS,resid urban,2005,0.57
UK,resid urban,2005,0.7
UP,resid urban,2005,0.65
WB,resid urban,2005,0.77
AN,resid urban,2010,0.63111758
AP,resid urban,2010,0.590977079
AR,resid urban,2010,0.64422869
AS,resid urban,2010,0.635031733
BR,resid urban,2010,0.622906744
CG,resid urban,2010,0.717251175
CH,resid urban,2010,0.990849057
DD,resid urban,2010,0.757015449
DL,resid urban,2010,0.987452829
DN,resid urban,2010,0.74347374
GA,resid urban,2010,0.516078149
GJ,resid urban,2010,0.566051813
HP,resid urban,2010,0.608247101
HR,resid urban,2010,0.628123508
JH,resid urban,2010,0.650816166
JK,resid urban,2010,0.51913355
KA,resid urban,2010,0.585076224
KL,resid urban,2010,0.411615018
LA,resid urban,2010,0.533560627
LD,resid urban,2010,0.539136541
MH,resid urban,2010,0.6184865
ML,resid urban,2010,0.672838696
MN,resid urban,2010,0.496856594
MP,resid urban,2010,0.613572857
MZ,resid urban,2010,0.564650534
NL,resid urban,2010,0.69520852
OD,resid urban,2010,0.723043896
PB,resid urban,2010,0.460705216
PC,resid urban,2010,0.690799063
RJ,resid urban,2010,0.600441049
SK,resid urban,2010,0.542153737
TN,resid urban,2010,0.521443443
TR,resid urban,2010,0.503659429
TS,resid urban,2010,0.595767814
UK,resid urban,2010,0.601002375
UP,resid urban,2010,0.635808041
WB,resid urban,2010,0.654668042
AN,resid urban,2015,0.636604379
AP,resid urban,2015,0.61049167
AR,resid urban,2015,0.64847454
AS,resid urban,2015,0.633294679
BR,resid urban,2015,0.605712691
CG,resid urban,2015,0.715967929
CH,resid urban,2015,0.990826468
DD,resid urban,2015,0.773071245
DL,resid urban,2015,0.988395107
DN,resid urban,2015,0.761645508
GA,resid urban,2015,0.547763006
GJ,resid urban,2015,0.587343171
HP,resid urban,2015,0.600820477
HR,resid urban,2015,0.643204792
JH,resid urban,2015,0.664077758
JK,resid urban,2015,0.53349794
KA,resid urban,2015,0.606250091
KL,resid urban,2015,0.449594186
LA,resid urban,2015,0.545836503
LD,resid urban,2015,0.551265253
MH,resid urban,2015,0.643668292
ML,resid urban,2015,0.662550616
MN,resid urban,2015,0.526025823
MP,resid urban,2015,0.619829878
MZ,resid urban,2015,0.590001636
NL,resid urban,2015,0.704287207
OD,resid urban,2015,0.721747503
PB,resid urban,2015,0.479144486
PC,resid urban,2015,0.710564727
RJ,resid urban,2015,0.605714993
SK,resid urban,2015,0.52483235
TN,resid urban,2015,0.543698912
TR,resid urban,2015,0.53210981
TS,resid urban,2015,0.610946381
UK,resid urban,2015,0.617453418
UP,resid urban,2015,0.633979434
WB,resid urban,2015,0.668427555
AN,resid urban,2020,0.642242099
AP,resid urban,2020,0.630602217
AR,resid urban,2020,0.653086233
AS,resid urban,2020,0.631809657
BR,resid urban,2020,0.588283085
CG,resid urban,2020,0.714950824
CH,resid urban,2020,0.990807799
DD,resid urban,2020,0.789485544
DL,resid urban,2020,0.989336593
DN,resid urban,2020,0.780353172
GA,resid urban,2020,0.581864338
GJ,resid urban,2020,0.609332364
HP,resid urban,2020,0.593507413
HR,resid urban,2020,0.658707481
JH,resid urban,2020,0.677935363
JK,resid urban,2020,0.54825918
KA,resid urban,2020,0.627913264
KL,resid urban,2020,0.491538057
LA,resid urban,2020,0.558321523
LD,resid urban,2020,0.563816758
MH,resid urban,2020,0.669356117
ML,resid urban,2020,0.652151151
MN,resid urban,2020,0.556329392
MP,resid urban,2020,0.626357261
MZ,resid urban,2020,0.616537043
NL,resid urban,2020,0.713864619
OD,resid urban,2020,0.720778161
PB,resid urban,2020,0.4984431
PC,resid urban,2020,0.730938026
RJ,resid urban,2020,0.611240419
SK,resid urban,2020,0.507530564
TN,resid urban,2020,0.566889533
TR,resid urban,2020,0.561681439
TS,resid urban,2020,0.626409301
UK,resid urban,2020,0.634411226
UP,resid urban,2020,0.632313175
WB,resid urban,2020,0.682688764
AN,resid urban,2025,0.648058898
AP,resid urban,2025,0.651362236
AR,resid urban,2025,0.658066366
AS,resid urban,2025,0.630603978
BR,resid urban,2025,0.570657333
CG,resid urban,2025,0.714236721
CH,resid urban,2025,0.990793169
DD,resid urban,2025,0.806300888
DL,resid urban,2025,0.990277268
DN,resid urban,2025,0.799641297
GA,resid urban,2025,0.618644191
GJ,resid urban,2025,0.632061158
HP,resid urban,2025,0.586311759
HR,resid urban,2025,0.674667438
JH,resid urban,2025,0.69243579
JK,resid urban,2025,0.563420552
KA,resid urban,2025,0.650065666
KL,resid urban,2025,0.53794978
LA,resid urban,2025,0.571025628
LD,resid urban,2025,0.576809605
MH,resid urban,2025,0.695534752
ML,resid urban,2025,0.641646644
MN,resid urban,2025,0.587740587
MP,resid urban,2025,0.633172883
MZ,resid urban,2025,0.644304279
NL,resid urban,2025,0.724001157
OD,resid urban,2025,0.72022394
PB,resid urban,2025,0.518653556
PC,resid urban,2025,0.751941889
RJ,resid urban,2025,0.617045932
SK,resid urban,2025,0.490291006
TN,resid urban,2025,0.59107066
TR,resid urban,2025,0.592376113
TS,resid urban,2025,0.642168416
UK,resid urban,2025,0.651892119
UP,resid urban,2025,0.63081414
WB,resid urban,2025,0.697486343
AN,resid urban,2030,0.654048521
AP,resid urban,2030,0.672811607
AR,resid urban,2030,0.663452095
AS,resid urban,2030,0.629718553
BR,resid urban,2030,0.552869536
CG,resid urban,2030,0.713849278
CH,resid urban,2030,0.990786516
DD,resid urban,2030,0.823499725
DL,resid urban,2030,0.991222189
DN,resid urban,2030,0.819538348
GA,resid urban,2030,0.658354243
GJ,resid urban,2030,0.655555652
HP,resid urban,2030,0.579258627
HR,resid urban,2030,0.691105764
JH,resid urban,2030,0.707668061
JK,resid urban,2030,0.579003619
KA,resid urban,2030,0.672699705
KL,resid urban,2030,0.589404805
LA,resid urban,2030,0.58393711
LD,resid urban,2030,0.590250396
MH,resid urban,2030,0.722156276
ML,resid urban,2030,0.631070616
MN,resid urban,2030,0.620245493
MP,resid urban,2030,0.640303134
MZ,resid urban,2030,0.673377402
NL,resid urban,2030,0.734744957
OD,resid urban,2030,0.720111805
PB,resid urban,2030,0.539841003
PC,resid urban,2030,0.773601161
RJ,resid urban,2030,0.623167341
SK,resid urban,2030,0.473161325
TN,resid urban,2030,0.616283447
TR,resid urban,2030,0.624219049
TS,resid urban,2030,0.65822689
UK,resid urban,2030,0.669958683
UP,resid urban,2030,0.629484817
WB,resid urban,2030,0.712870136
AN,resid urban,2035,0.66023178
AP,resid urban,2035,0.69499551
AR,resid urban,2035,0.669306182
AS,resid urban,2035,0.62917538
BR,resid urban,2035,0.535007301
CG,resid urban,2035,0.713834593
CH,resid urban,2035,0.990780706
DD,resid urban,2035,0.841105414
DL,resid urban,2035,0.992166315
