INPUT_TABLE,,,
Variable ID,,,
SubregionalPopShares,,,
,,,
region,gcam.consumer,pop.year.fillout,subregional.population.share
HP,resid rural,2035,0.8584
HR,resid rural,2035,0.53467
JH,resid rural,2035,0.62476
JK,resid rural,2035,0.64031
KA,resid rural,2035,0.48739
KL,resid rural,2035,0.29551
LA,resid rural,2035,0.59113
LD,resid rural,2035,0.17724
MH,resid rural,2035,0.39781
ML,resid rural,2035,0.77205
MN,resid rural,2035,0.53808
MP,resid rural,2035,0.64856
MZ,resid rural,2035,0.33293
NL,resid rural,2035,0.58849
OD,resid rural,2035,0.75035
PB,resid rural,2035,0.50806
PC,resid rural,2035,0.20828
RJ,resid rural,2035,0.68003
SK,resid rural,2035,0.78333
TN,resid rural,2035,0.3886
TR,resid rural,2035,0.57473
TS,resid rural,2035,0.51764
UK,resid rural,2035,0.57145
UP,resid rural,2035,0.72555
WB,resid rural,2035,0.55318
AN,resid rural,2040,0.57186
AP,resid rural,2040,0.5292
AR,resid rural,2040,0.67066
AS,resid rural,2040,0.78213
BR,resid rural,2040,0.86659
CG,resid rural,2040,0.67528
CH,resid rural,2040,0.02413
DD,resid rural,2040,0.14322
DL,resid rural,2040,0.01378
DN,resid rural,2040,0.31089
GA,resid rural,2040,0.17949
GJ,resid rural,2040,0.41118
HP,resid rural,2040,0.84833
HR,resid rural,2040,0.50681
JH,resid rural,2040,0.58985
JK,resid rural,2040,0.61944
KA,resid rural,2040,0.45739
KL,resid rural,2040,0.23842
LA,resid rural,2040,0.5763
LD,resid rural,2040,0.16858
MH,resid rural,2040,0.36234
ML,resid rural,2040,0.76619
MN,resid rural,2040,0.49713
MP,resid rural,2040,0.63124
MZ,resid rural,2040,0.29753
NL,resid rural,2040,0.55855
OD,resid rural,2040,0.72938
PB,resid rural,2040,0.4806
PC,resid rural,2040,0.18457
RJ,resid rural,2040,0.66355
SK,resid rural,2040,0.78939
TN,resid rural,2040,0.35948
TR,resid rural,2040,0.53139
TS,resid rural,2040,0.49638
UK,resid rural,2040,0.54145
UP,resid rural,2040,0.71387
WB,resid rural,2040,0.52201
AN,resid rural,2045,0.55863
AP,resid rural,2045,0.4916
AR,resid rural,2045,0.64951
AS,resid rural,2045,0.76568
BR,resid rural,2045,0.86285
CG,resid rural,2045,0.65667
CH,resid rural,2045,0.02356
DD,resid rural,2045,0.12432
DL,resid rural,2045,0.01189
DN,resid rural,2045,0.26451
GA,resid rural,2045,0.14067
GJ,resid rural,2045,0.37849
HP,resid rural,2045,0.83755
HR,resid rural,2045,0.47729
JH,resid rural,2045,0.5517
JK,resid rural,2045,0.59736
KA,resid rural,2045,0.42562
KL,resid rural,2045,0.17671
LA,resid rural,2045,0.56093
LD,resid rural,2045,0.15984
MH,resid rural,2045,0.32478
ML,resid rural,2045,0.76017
MN,resid rural,2045,0.45254
MP,resid rural,2045,0.61307
MZ,resid rural,2045,0.26026
NL,resid rural,2045,0.52644
OD,resid rural,2045,0.70665
PB,resid rural,2045,0.45161
PC,resid rural,2045,0.16015
RJ,resid rural,2045,0.64622
SK,resid rural,2045,0.79528
TN,resid rural,2045,0.32897
TR,resid rural,2045,0.48363
TS,resid rural,2045,0.47418
UK,resid rural,2045,0.50935
UP,resid rural,2045,0.7017
WB,resid rural,2045,0.48867
AN,resid rural,2050,0.545
AP,resid rural,2050,0.451
AR,resid rural,2050,0.627
AS,resid rural,2050,0.748
BR,resid rural,2050,0.859
CG,resid rural,2050,0.637
CH,resid rural,2050,0.023
DD,resid rural,2050,0.105
DL,resid rural,2050,0.01
DN,resid rural,2050,0.215
GA,resid rural,2050,0.1
GJ,resid rural,2050,0.344
HP,resid rural,2050,0.826
HR,resid rural,2050,0.446
JH,resid rural,2050,0.51
JK,resid rural,2050,0.574
KA,resid rural,2050,0.392
KL,resid rural,2050,0.11
LA,resid rural,2050,0.545
LD,resid rural,2050,0.151
MH,resid rural,2050,0.285
ML,resid rural,2050,0.754
MN,resid rural,2050,0.404
MP,resid rural,2050,0.594
MZ,resid rural,2050,0.221
NL,resid rural,2050,0.492
OD,resid rural,2050,0.682
PB,resid rural,2050,0.421
PC,resid rural,2050,0.135
RJ,resid rural,2050,0.628
SK,resid rural,2050,0.801
TN,resid rural,2050,0.297
TR,resid rural,2050,0.431
TS,resid rural,2050,0.451
UK,resid rural,2050,0.475
UP,resid rural,2050,0.689
WB,resid rural,2050,0.453
AN,resid rural,2055,0.54266
AP,resid rural,2055,0.44252
AR,resid rural,2055,0.62201
AS,resid rural,2055,0.74306
BR,resid rural,2055,0.85757
CG,resid rural,2055,0.63063
CH,resid rural,2055,0.02191
DD,resid rural,2055,0.09805
DL,resid rural,2055,0.0097
DN,resid rural,2055,0.20571
GA,resid rural,2055,0.09503
GJ,resid rural,2055,0.33384
HP,resid rural,2055,0.82338
HR,resid rural,2055,0.43786
JH,resid rural,2055,0.49849
JK,resid rural,2055,0.56635
KA,resid rural,2055,0.38232
KL,resid rural,2055,0.10203
LA,resid rural,2055,0.54266
LD,resid rural,2055,0.14844
MH,resid rural,2055,0.27382
ML,resid rural,2055,0.75235
MN,resid rural,2055,0.39088
MP,resid rural,2055,0.58723
MZ,resid rural,2055,0.21216
NL,resid rural,2055,0.48111
OD,resid rural,2055,0.67561
PB,resid rural,2055,0.41284
PC,resid rural,2055,0.12843
RJ,resid rural,2055,0.62231
SK,resid rural,2055,0.80255
TN,resid rural,2055,0.2875
TR,resid rural,2055,0.41992
TS,resid rural,2055,0.44252
UK,resid rural,2055,0.46602
UP,resid rural,2055,0.68442
WB,resid rural,2055,0.44469
AN,resid rural,2060,0.5403
AP,resid rural,2060,0.4339
AR,resid rural,2060,0.61696
AS,resid rural,2060,0.73802
BR,resid rural,2060,0.85612
CG,resid rural,2060,0.62414
CH,resid rural,2060,0.02081
DD,resid rural,2060,0.09104
DL,resid rural,2060,0.0094
DN,resid rural,2060,0.19631
GA,resid rural,2060,0.09002
GJ,resid rural,2060,0.32352
HP,resid rural,2060,0.82073
HR,resid rural,2060,0.4296
JH,resid rural,2060,0.48672
JK,resid rural,2060,0.55856
KA,resid rural,2060,0.37249
KL,resid rural,2060,0.09399
LA,resid rural,2060,0.5403
LD,resid rural,2060,0.14586
MH,resid rural,2060,0.26247
ML,resid rural,2060,0.75069
MN,resid rural,2060,0.37747
MP,resid rural,2060,0.58035
MZ,resid rural,2060,0.20323
NL,resid rural,2060,0.46999
OD,resid rural,2060,0.66909
PB,resid rural,2060,0.40456
PC,resid rural,2060,0.12181
RJ,resid rural,2060,0.61653
SK,resid rural,2060,0.80409
TN,resid rural,2060,0.27787
TR,resid rural,2060,0.40863
TS,resid rural,2060,0.4339
UK,resid rural,2060,0.45689
UP,resid rural,2060,0.67976
WB,resid rural,2060,0.43626
AN,resid rural,2065,0.53793
AP,resid rural,2065,0.42515
AR,resid rural,2065,0.61183
AS,resid rural,2065,0.73289
BR,resid rural,2065,0.85466
CG,resid rural,2065,0.61755
CH,resid rural,2065,0.01971
DD,resid rural,2065,0.08398
DL,resid rural,2065,0.0091
DN,resid rural,2065,0.1868
GA,resid rural,2065,0.08499
GJ,resid rural,2065,0.31304
HP,resid rural,2065,0.81803
HR,resid rural,2065,0.42122
JH,resid rural,2065,0.47467
JK,resid rural,2065,0.55063
KA,resid rural,2065,0.36251
KL,resid rural,2065,0.08587
LA,resid rural,2065,0.53793
LD,resid rural,2065,0.14328
MH,resid rural,2065,0.25093
ML,resid rural,2065,0.74902
MN,resid rural,2065,0.36376
MP,resid rural,2065,0.57335
MZ,resid rural,2065,0.19419
NL,resid rural,2065,0.45863
OD,resid rural,2065,0.66244
PB,resid rural,2065,0.39617
PC,resid rural,2065,0.11514
RJ,resid rural,2065,0.61066
SK,resid rural,2065,0.80562
TN,resid rural,2065,0.26811
TR,resid rural,2065,0.39712
TS,resid rural,2065,0.42515
UK,resid rural,2065,0.44761
UP,resid rural,2065,0.67505
WB,resid rural,2065,0.42769
AN,resid rural,2070,0.53555
AP,resid rural,2070,0.41627
AR,resid rural,2070,0.60664
AS,resid rural,2070,0.72765
BR,resid rural,2070,0.85318
CG,resid rural,2070,0.61083
CH,resid rural,2070,0.01861
DD,resid rural,2070,0.07687
DL,resid rural,2070,0.0088
DN,resid rural,2070,0.17718
GA,resid rural,2070,0.07994
GJ,resid rural,2070,0.3024
HP,resid rural,2070,0.8153
HR,resid rural,2070,0.41271
JH,resid rural,2070,0.46233
JK,resid rural,2070,0.54256
KA,resid rural,2070,0.35236
KL,resid rural,2070,0.07769
LA,resid rural,2070,0.53555
LD,resid rural,2070,0.14069
MH,resid rural,2070,0.23922
ML,resid rural,2070,0.74734
MN,resid rural,2070,0.34976
MP,resid rural,2070,0.56624
MZ,resid rural,2070,0.18505
NL,resid rural,2070,0.44703
OD,resid rural,2070,0.65566
PB,resid rural,2070,0.38765
PC,resid rural,2070,0.10842
RJ,resid rural,2070,0.60471
SK,resid rural,2070,0.80714
TN,resid rural,2070,0.25822
TR,resid rural,2070,0.38538
TS,resid rural,2070,0.41627
UK,resid rural,2070,0.43816
UP,resid rural,2070,0.67026
WB,resid rural,2070,0.419
AN,resid rural,2075,0.53315
AP,resid rural,2075,0.40724
AR,resid rural,2075,0.60138
AS,resid rural,2075,0.72231
BR,resid rural,2075,0.85169
CG,resid rural,2075,0.604
CH,resid rural,2075,0.01752
DD,resid rural,2075,0.0697
DL,resid rural,2075,0.0085
DN,resid rural,2075,0.16744
GA,resid rural,2075,0.07485
GJ,resid rural,2075,0.29159
HP,resid rural,2075,0.81252
HR,resid rural,2075,0.40409
JH,resid rural,2075,0.44971
JK,resid rural,2075,0.53435
KA,resid rural,2075,0.34205
KL,resid rural,2075,0.06942
LA,resid rural,2075,0.53315
LD,resid rural,2075,0.1381
MH,resid rural,2075,0.22733
ML,resid rural,2075,0.74564
MN,resid rural,2075,0.33544
MP,resid rural,2075,0.55901
MZ,resid rural,2075,0.17581
NL,resid rural,2075,0.43518
OD,resid rural,2075,0.64874
PB,resid rural,2075,0.37902
PC,resid rural,2075,0.10164
RJ,resid rural,2075,0.59866
SK,resid rural,2075,0.80865
TN,resid rural,2075,0.24819
TR,resid rural,2075,0.37341
TS,resid rural,2075,0.40724
UK,resid rural,2075,0.42855
UP,resid rural,2075,0.6654
WB,resid rural,2075,0.41018
AN,resid rural,2080,0.53075
AP,resid rural,2080,0.39808
AR,resid rural,2080,0.59605
AS,resid rural,2080,0.71687
BR,resid rural,2080,0.85018
CG,resid rural,2080,0.59705
CH,resid rural,2080,0.01641
DD,resid rural,2080,0.06247
DL,resid rural,2080,0.0082
DN,resid rural,2080,0.15759
GA,resid rural,2080,0.06974
GJ,resid rural,2080,0.28062
HP,resid rural,2080,0.8097
HR,resid rural,2080,0.39533
JH,resid rural,2080,0.43679
JK,resid rural,2080,0.52598
KA,resid rural,2080,0.33158
KL,resid rural,2080,0.06109
LA,resid rural,2080,0.53075
LD,resid rural,2080,0.13549
MH,resid rural,2080,0.21524
ML,resid rural,2080,0.74394
MN,resid rural,2080,0.32081
MP,resid rural,2080,0.55166
MZ,resid rural,2080,0.16646
NL,resid rural,2080,0.42307
OD,resid rural,2080,0.64168
PB,resid rural,2080,0.37027
PC,resid rural,2080,0.09482
RJ,resid rural,2080,0.59252
SK,resid rural,2080,0.81014
TN,resid rural,2080,0.23803
TR,resid rural,2080,0.36122
TS,resid rural,2080,0.39808
UK,resid rural,2080,0.41878
UP,resid rural,2080,0.66046
WB,resid rural,2080,0.40122
AN,resid rural,2085,0.52833
AP,resid rural,2085,0.38878
AR,resid rural,2085,0.59065
AS,resid rural,2085,0.71131
BR,resid rural,2085,0.84866
CG,resid rural,2085,0.58997
CH,resid rural,2085,0.01531
DD,resid rural,2085,0.05519
DL,resid rural,2085,0.0079
DN,resid rural,2085,0.14762
GA,resid rural,2085,0.0646
GJ,resid rural,2085,0.26948
HP,resid rural,2085,0.80684
HR,resid rural,2085,0.38644
JH,resid rural,2085,0.42356
JK,resid rural,2085,0.51747
KA,resid rural,2085,0.32094
KL,resid rural,2085,0.05268
LA,resid rural,2085,0.52833
LD,resid rural,2085,0.13288
MH,resid rural,2085,0.20297
ML,resid rural,2085,0.74222
MN,resid rural,2085,0.30586
MP,resid rural,2085,0.54418
MZ,resid rural,2085,0.15701
NL,resid rural,2085,0.41071
OD,resid rural,2085,0.63448
PB,resid rural,2085,0.36139
PC,resid rural,2085,0.08794
RJ,resid rural,2085,0.58628
SK,resid rural,2085,0.81162
TN,resid rural,2085,0.22774
TR,resid rural,2085,0.34878
TS,resid rural,2085,0.38878
UK,resid rural,2085,0.40885
UP,resid rural,2085,0.65546
WB,resid rural,2085,0.39212
AN,resid rural,2090,0.5259
AP,resid rural,2090,0.37933
AR,resid rural,2090,0.58517
AS,resid rural,2090,0.70565
BR,resid rural,2090,0.84712
CG,resid rural,2090,0.58278
CH,resid rural,2090,0.01421
DD,resid rural,2090,0.04785
DL,resid rural,2090,0.0076
DN,resid rural,2090,0.13753
GA,resid rural,2090,0.05943
GJ,resid rural,2090,0.25816
HP,resid rural,2090,0.80394
HR,resid rural,2090,0.37743
JH,resid rural,2090,0.41003
JK,resid rural,2090,0.5088
KA,resid rural,2090,0.31013
KL,resid rural,2090,0.0442
LA,resid rural,2090,0.5259
LD,resid rural,2090,0.13026
MH,resid rural,2090,0.19051
ML,resid rural,2090,0.74049
MN,resid rural,2090,0.29058
MP,resid rural,2090,0.53658
MZ,resid rural,2090,0.14745
NL,resid rural,2090,0.39808
OD,resid rural,2090,0.62714
PB,resid rural,2090,0.35239
PC,resid rural,2090,0.08101
RJ,resid rural,2090,0.57995
SK,resid rural,2090,0.81309
TN,resid rural,2090,0.2173
TR,resid rural,2090,0.3361
TS,resid rural,2090,0.37933
UK,resid rural,2090,0.39874
UP,resid rural,2090,0.65038
WB,resid rural,2090,0.38289
AN,resid rural,2095,0.52346
AP,resid rural,2095,0.36974
AR,resid rural,2095,0.57962
AS,resid rural,2095,0.69988
BR,resid rural,2095,0.84557
CG,resid rural,2095,0.57545
CH,resid rural,2095,0.01311
DD,resid rural,2095,0.04045
DL,resid rural,2095,0.0073
DN,resid rural,2095,0.12733
GA,resid rural,2095,0.05423
GJ,resid rural,2095,0.24667
HP,resid rural,2095,0.80099
HR,resid rural,2095,0.36828
JH,resid rural,2095,0.39618
JK,resid rural,2095,0.49998
KA,resid rural,2095,0.29915
KL,resid rural,2095,0.03564
LA,resid rural,2095,0.52346
LD,resid rural,2095,0.12764
MH,resid rural,2095,0.17785
ML,resid rural,2095,0.73875
MN,resid rural,2095,0.27496
MP,resid rural,2095,0.52886
MZ,resid rural,2095,0.13778
NL,resid rural,2095,0.38518
OD,resid rural,2095,0.61964
PB,resid rural,2095,0.34326
PC,resid rural,2095,0.07403
RJ,resid rural,2095,0.57353
SK,resid rural,2095,0.81455
TN,resid rural,2095,0.20672
TR,resid rural,2095,0.32318
TS,resid rural,2095,0.36974
UK,resid rural,2095,0.38846
UP,resid rural,2095,0.64523
WB,resid rural,2095,0.37352
AN,resid rural,2100,0.521
AP,resid rural,2100,0.36
AR,resid rural,2100,0.574
AS,resid rural,2100,0.694
BR,resid rural,2100,0.844
CG,resid rural,2100,0.568
CH,resid rural,2100,0.012
DD,resid rural,2100,0.033
DL,resid rural,2100,0.007
DN,resid rural,2100,0.117
GA,resid rural,2100,0.049
GJ,resid rural,2100,0.235
HP,resid rural,2100,0.798
HR,resid rural,2100,0.359
JH,resid rural,2100,0.382
JK,resid rural,2100,0.491
KA,resid rural,2100,0.288
KL,resid rural,2100,0.027
LA,resid rural,2100,0.521
LD,resid rural,2100,0.125
MH,resid rural,2100,0.165
ML,resid rural,2100,0.737
MN,resid rural,2100,0.259
MP,resid rural,2100,0.521
MZ,resid rural,2100,0.128
NL,resid rural,2100,0.372
OD,resid rural,2100,0.612
PB,resid rural,2100,0.334
PC,resid rural,2100,0.067
RJ,resid rural,2100,0.567
SK,resid rural,2100,0.816
TN,resid rural,2100,0.196
TR,resid rural,2100,0.31
TS,resid rural,2100,0.36
UK,resid rural,2100,0.378
UP,resid rural,2100,0.64
WB,resid rural,2100,0.364
AN,resid urban,1975,0.36
AP,resid urban,1975,0.3
AR,resid urban,1975,0.23
AS,resid urban,1975,0.14
BR,resid urban,1975,0.11
CG,resid urban,1975,0.23
CH,resid urban,1975,0.97
DD,resid urban,1975,0.75
DL,resid urban,1975,0.97
DN,resid urban,1975,0.47
GA,resid urban,1975,0.62
GJ,resid urban,1975,0.43
HP,resid urban,1975,0.1
HR,resid urban,1975,0.35
JH,resid urban,1975,0.24
JK,resid urban,1975,0.27
KA,resid urban,1975,0.39
KL,resid urban,1975,0.48
LA,resid urban,1975,0.34
LD,resid urban,1975,0.78
MH,resid urban,1975,0.45
ML,resid urban,1975,0.2
MN,resid urban,1975,0.3
MP,resid urban,1975,0.28
MZ,resid urban,1975,0.52
NL,resid urban,1975,0.29
OD,resid urban,1975,0.17
PB,resid urban,1975,0.37
PC,resid urban,1975,0.68
RJ,resid urban,1975,0.25
SK,resid urban,1975,0.25
TN,resid urban,1975,0.48
TR,resid urban,1975,0.26
TS,resid urban,1975,0.39
UK,resid urban,1975,0.31
UP,resid urban,1975,0.22
WB,resid urban,1975,0.32
AN,resid urban,1990,0.36
AP,resid urban,1990,0.3
AR,resid urban,1990,0.23
AS,resid urban,1990,0.14
BR,resid urban,1990,0.11
CG,resid urban,1990,0.23
CH,resid urban,1990,0.97
DD,resid urban,1990,0.75
DL,resid urban,1990,0.97
DN,resid urban,1990,0.47
GA,resid urban,1990,0.62
GJ,resid urban,1990,0.43
HP,resid urban,1990,0.1
HR,resid urban,1990,0.35
JH,resid urban,1990,0.24
JK,resid urban,1990,0.27
KA,resid urban,1990,0.39
KL,resid urban,1990,0.48
LA,resid urban,1990,0.34
LD,resid urban,1990,0.78
MH,resid urban,1990,0.45
ML,resid urban,1990,0.2
MN,resid urban,1990,0.3
MP,resid urban,1990,0.28
MZ,resid urban,1990,0.52
NL,resid urban,1990,0.29
OD,resid urban,1990,0.17
PB,resid urban,1990,0.37
PC,resid urban,1990,0.68
RJ,resid urban,1990,0.25
SK,resid urban,1990,0.25
TN,resid urban,1990,0.48
TR,resid urban,1990,0.26
TS,resid urban,1990,0.39
UK,resid urban,1990,0.31
UP,resid urban,1990,0.22
WB,resid urban,1990,0.32
AN,resid urban,2005,0.36
AP,resid urban,2005,0.3
AR,resid urban,2005,0.23
AS,resid urban,2005,0.14
BR,resid urban,2005,0.11
CG,resid urban,2005,0.23
CH,resid urban,2005,0.97
DD,resid urban,2005,0.75
DL,resid urban,2005,0.97
DN,resid urban,2005,0.47
GA,resid urban,2005,0.62
GJ,resid urban,2005,0.43
HP,resid urban,2005,0.1
HR,resid urban,2005,0.35
JH,resid urban,2005,0.24
JK,resid urban,2005,0.27
KA,resid urban,2005,0.39
KL,resid urban,2005,0.48
LA,resid urban,2005,0.34
LD,resid urban,2005,0.78
MH,resid urban,2005,0.45
ML,resid urban,2005,0.2
MN,resid urban,2005,0.3
MP,resid urban,2005,0.28
MZ,resid urban,2005,0.52
NL,resid urban,2005,0.29
OD,resid urban,2005,0.17
PB,resid urban,2005,0.37
PC,resid urban,2005,0.68
RJ,resid urban,2005,0.25
SK,resid urban,2005,0.25
TN,resid urban,2005,0.48
TR,resid urban,2005,0.26
TS,resid urban,2005,0.39
UK,resid urban,2005,0.31
UP,resid urban,2005,0.22
WB,resid urban,2005,0.32
AN,resid urban,2010,0.35672
AP,resid urban,2010,0.2969
AR,resid urban,2010,0.22671
AS,resid urban,2010,0.1408
BR,resid urban,2010,0.113
CG,resid urban,2010,0.23244
CH,resid urban,2010,0.9725
DD,resid urban,2010,0.75163
DL,resid urban,2010,0.97497
DN,resid urban,2010,0.46617
GA,resid urban,2010,0.62173
GJ,resid urban,2010,0.42582
HP,resid urban,2010,0.10045
HR,resid urban,2010,0.34795
JH,resid urban,2010,0.24053
JK,resid urban,2010,0.27131
KA,resid urban,2010,0.3857
KL,resid urban,2010,0.47719
LA,resid urban,2010,0.34214
LD,resid urban,2010,0.78083
MH,resid urban,2010,0.45231
ML,resid urban,2010,0.20075
MN,resid urban,2010,0.30206
MP,resid urban,2010,0.2763
MZ,resid urban,2010,0.5151
NL,resid urban,2010,0.28968
OD,resid urban,2010,0.16678
PB,resid urban,2010,0.37494
PC,resid urban,2010,0.68312
RJ,resid urban,2010,0.24891
SK,resid urban,2010,0.24968
TN,resid urban,2010,0.48448
TR,resid urban,2010,0.26177
TS,resid urban,2010,0.38878
UK,resid urban,2010,0.30555
UP,resid urban,2010,0.22282
WB,resid urban,2010,0.31894
AN,resid urban,2015,0.36774
AP,resid urban,2015,0.32062
AR,resid urban,2015,0.24126
AS,resid urban,2015,0.15143
BR,resid urban,2015,0.11617
CG,resid urban,2015,0.24576
CH,resid urban,2015,0.97306
DD,resid urban,2015,0.76822
DL,resid urban,2015,0.97684
DN,resid urban,2015,0.49755
GA,resid urban,2015,0.65115
GJ,resid urban,2015,0.44946
HP,resid urban,2015,0.10759
HR,resid urban,2015,0.36878
JH,resid urban,2015,0.2629
JK,resid urban,2015,0.28705
KA,resid urban,2015,0.40828
KL,resid urban,2015,0.51585
LA,resid urban,2015,0.35455
LD,resid urban,2015,0.78904
MH,resid urban,2015,0.47896
ML,resid urban,2015,0.20592
MN,resid urban,2015,0.32884
MP,resid urban,2015,0.28992
MZ,resid urban,2015,0.54243
NL,resid urban,2015,0.31075
OD,resid urban,2015,0.1808
PB,resid urban,2015,0.39587
PC,resid urban,2015,0.70358
RJ,resid urban,2015,0.26174
SK,resid urban,2015,0.2427
TN,resid urban,2015,0.50756
TR,resid urban,2015,0.28845
TS,resid urban,2015,0.40592
UK,resid urban,2015,0.32694
UP,resid urban,2015,0.2323
WB,resid urban,2015,0.34118
AN,resid urban,2020,0.37909
AP,resid urban,2020,0.34622
AR,resid urban,2020,0.25676
AS,resid urban,2020,0.16286
BR,resid urban,2020,0.11943
CG,resid urban,2020,0.25984
CH,resid urban,2020,0.97362
DD,resid urban,2020,0.78516
DL,resid urban,2020,0.97871
DN,resid urban,2020,0.53104
GA,resid urban,2020,0.68196
GJ,resid urban,2020,0.4744
HP,resid urban,2020,0.11524
HR,resid urban,2020,0.39085
JH,resid urban,2020,0.28736
JK,resid urban,2020,0.30371
KA,resid urban,2020,0.43218
KL,resid urban,2020,0.55765
LA,resid urban,2020,0.36741
LD,resid urban,2020,0.79734
MH,resid urban,2020,0.50717
ML,resid urban,2020,0.21122
MN,resid urban,2020,0.358
MP,resid urban,2020,0.30421
MZ,resid urban,2020,0.57122
NL,resid urban,2020,0.33335
OD,resid urban,2020,0.19598
PB,resid urban,2020,0.41797
PC,resid urban,2020,0.72465
RJ,resid urban,2020,0.27522
SK,resid urban,2020,0.23591
TN,resid urban,2020,0.53173
TR,resid urban,2020,0.31785
TS,resid urban,2020,0.42381
UK,resid urban,2020,0.34983
UP,resid urban,2020,0.24219
WB,resid urban,2020,0.36498
AN,resid urban,2025,0.3908
AP,resid urban,2025,0.37387
AR,resid urban,2025,0.27325
AS,resid urban,2025,0.17515
BR,resid urban,2025,0.12278
CG,resid urban,2025,0.27473
CH,resid urban,2025,0.97418
DD,resid urban,2025,0.80249
DL,resid urban,2025,0.98058
DN,resid urban,2025,0.56679
GA,resid urban,2025,0.71424
GJ,resid urban,2025,0.50073
HP,resid urban,2025,0.12343
HR,resid urban,2025,0.41425
JH,resid urban,2025,0.31409
JK,resid urban,2025,0.32133
KA,resid urban,2025,0.45748
KL,resid urban,2025,0.60284
LA,resid urban,2025,0.38074
LD,resid urban,2025,0.80573
MH,resid urban,2025,0.53705
ML,resid urban,2025,0.21665
MN,resid urban,2025,0.38974
MP,resid urban,2025,0.3192
MZ,resid urban,2025,0.60153
NL,resid urban,2025,0.3576
OD,resid urban,2025,0.21245
PB,resid urban,2025,0.4413
PC,resid urban,2025,0.74635
RJ,resid urban,2025,0.28939
SK,resid urban,2025,0.22931
TN,resid urban,2025,0.55706
TR,resid urban,2025,0.35024
TS,resid urban,2025,0.44249
UK,resid urban,2025,0.37431
UP,resid urban,2025,0.2525
WB,resid urban,2025,0.39044
AN,resid urban,2030,0.40287
AP,resid urban,2030,0.40373
AR,resid urban,2030,0.29079
AS,resid urban,2030,0.18837
BR,resid urban,2030,0.12622
CG,resid urban,2030,0.29047
CH,resid urban,2030,0.97475
DD,resid urban,2030,0.82019
DL,resid urban,2030,0.98246
DN,resid urban,2030,0.60493
GA,resid urban,2030,0.74803
GJ,resid urban,2030,0.52853
HP,resid urban,2030,0.1322
HR,resid urban,2030,0.43905
JH,resid urban,2030,0.34331
JK,resid urban,2030,0.33997
KA,resid urban,2030,0.48426
KL,resid urban,2030,0.65169
LA,resid urban,2030,0.39455
LD,resid urban,2030,0.8142
MH,resid urban,2030,0.56868
ML,resid urban,2030,0.22223
MN,resid urban,2030,0.4243
MP,resid urban,2030,0.33493
MZ,resid urban,2030,0.63345
NL,resid urban,2030,0.38361
OD,resid urban,2030,0.2303
PB,resid urban,2030,0.46593
PC,resid urban,2030,0.7687
RJ,resid urban,2030,0.3043
SK,resid urban,2030,0.2229
TN,resid urban,2030,0.5836
TR,resid urban,2030,0.38594
TS,resid urban,2030,0.462
UK,resid urban,2030,0.40052
UP,resid urban,2030,0.26324
WB,resid urban,2030,0.41768
AN,resid urban,2035,0.41532
AP,resid urban,2035,0.43598
AR,resid urban,2035,0.30947
AS,resid urban,2035,0.20258
BR,resid urban,2035,0.12977
CG,resid urban,2035,0.30712
CH,resid urban,2035,0.97531
DD,resid urban,2035,0.83828
DL,resid urban,2035,0.98434
DN,resid urban,2035,0.64565
GA,resid urban,2035,0.78343
GJ,resid urban,2035,0.55786
HP,resid urban,2035,0.1416
HR,resid urban,2035,0.46533
JH,resid urban,2035,0.37524
JK,resid urban,2035,0.35969
KA,resid urban,2035,0.51261
KL,resid urban,2035,0.70449
LA,resid urban,2035,0.40887
LD,resid urban,2035,0.82276
MH,resid urban,2035,0.60219
ML,resid urban,2035,0.22795
MN,resid urban,2035,0.46192
MP,resid urban,2035,0.35144
MZ,resid urban,2035,0.66707
NL,resid urban,2035,0.41151
OD,resid urban,2035,0.24965
PB,resid urban,2035,0.49194
PC,resid urban,2035,0.79172
RJ,resid urban,2035,0.31997
SK,resid urban,2035,0.21667
TN,resid urban,2035,0.6114
TR,resid urban,2035,0.42527
TS,resid urban,2035,0.48236
UK,resid urban,2035,0.42855
UP,resid urban,2035,0.27445
WB,resid urban,2035,0.44682
AN,resid urban,2040,0.42814
AP,resid urban,2040,0.4708
AR,resid urban,2040,0.32934
AS,resid urban,2040,0.21787
BR,resid urban,2040,0.13341
CG,resid urban,2040,0.32472
CH,resid urban,2040,0.97587
DD,resid urban,2040,0.85678
DL,resid urban,2040,0.98622
DN,resid urban,2040,0.68911
GA,resid urban,2040,0.82051
GJ,resid urban,2040,0.58882
HP,resid urban,2040,0.15167
HR,resid urban,2040,0.49319
JH,resid urban,2040,0.41015
JK,resid urban,2040,0.38056
KA,resid urban,2040,0.54261
KL,resid urban,2040,0.76158
LA,resid urban,2040,0.4237
LD,resid urban,2040,0.83142
MH,resid urban,2040,0.63766
ML,resid urban,2040,0.23381
MN,resid urban,2040,0.50287
MP,resid urban,2040,0.36876
MZ,resid urban,2040,0.70247
NL,resid urban,2040,0.44145
OD,resid urban,2040,0.27062
PB,resid urban,2040,0.5194
PC,resid urban,2040,0.81543
RJ,resid urban,2040,0.33645
SK,resid urban,2040,0.21061
TN,resid urban,2040,0.64052
TR,resid urban,2040,0.46861
TS,resid urban,2040,0.50362
UK,resid urban,2040,0.45855
UP,resid urban,2040,0.28613
WB,resid urban,2040,0.47799
AN,resid urban,2045,0.44137
AP,resid urban,2045,0.5084
